z0,z1,structure,branch,progress,theta,along,length,analytic_density,id,split
-15.30241281763372,-0.002016539504536275,0,0,0.00043402932282331485,-15.68911595188465,,,,0,query
-15.165941551183614,-0.03898068261458697,0,0,0.0005843076825019587,-15.682608482791263,,,,1,reference
-15.137121267512855,-0.0869595502576336,0,0,0.001407510867933056,-15.647125674538431,,,,2,reference
-15.122591543214995,-0.11503770586012717,0,0,0.001921424769557833,-15.625113116523806,,,,3,query
-15.159059061767381,-0.13632075502253435,0,0,0.0024384176788194794,-15.603074546300851,,,,4,reference
-15.136489048864279,-0.16413368023774472,0,0,0.0029407469111340815,-15.5817613695563,,,,5,reference
-15.36262938951044,-0.17164655917717173,0,0,0.0034327846501562933,-15.56097939444204,,,,6,reference
-15.207681964756183,-0.19513216021195104,0,0,0.0036569525280018026,-15.55154200592365,,,,7,reference
-15.179792766231511,-0.23703215984111448,0,0,0.004435451828068651,-15.518914701865688,,,,8,query
-15.335255990572783,-0.24194347704767385,0,0,0.004602357419613202,-15.511949062486043,,,,9,reference
-15.1670376254364,-0.27119868835813055,0,0,0.005099744291667763,-15.491252029285521,,,,10,reference
-15.156774306506302,-0.31245569342261426,0,0,0.005917692335639333,-15.457411770456934,,,,11,query
-15.126126637961038,-0.3282999495491016,0,0,0.00626075445015352,-15.443290025467462,,,,12,query
-15.405709775189253,-0.3628178883783741,0,0,0.0066035091257402555,-15.429222577525493,,,,13,reference
-15.28800906403883,-0.3979765539750161,0,0,0.0073584624471543965,-15.39838256878662,,,,14,reference
-15.155601722207525,-0.4013636773994351,0,0,0.007673272954206589,-15.385580734400587,,,,15,reference
-15.25230333071749,-0.43343579383678327,0,0,0.008062819047478256,-15.369786640887048,,,,16,reference
-15.075682824982216,-0.43893900315358847,0,0,0.008640761453483024,-15.346448575351573,,,,17,query
-15.296398599977461,-0.5178857669665156,0,0,0.009429676512499202,-15.314770861751821,,,,18,reference
-15.319994578350403,-0.5307998125978886,0,0,0.0095739047688571,-15.309001744803266,,,,19,query
-15.200388952594288,-0.5536767760978826,0,0,0.010410747134189149,-15.275661364193182,,,,20,reference
-15.301095113786996,-0.597920795664345,0,0,0.010769225023218674,-15.261448156197886,,,,21,reference
-15.14544709436749,-0.5858618376272411,0,0,0.011252229216226229,-15.242362027703331,,,,22,reference
-15.153344810463606,-0.6046665810142681,0,0,0.01156137041217079,-15.230184623935093,,,,23,query
-15.204668866970245,-0.6693043915182205,0,0,0.012443334794905642,-15.195605900649278,,,,24,reference
-15.020295810116654,-0.6221925862086236,0,0,0.012670918331050185,-15.18672185571711,,,,25,query
-15.215718124890106,-0.7271084343961186,0,0,0.013364231991634355,-15.159753893814074,,,,26,reference
-15.273452872834255,-0.7646492997783447,0,0,0.013633415927670691,-15.149322205033958,,,,27,reference
-15.003094511236654,-0.6892082530507422,0,0,0.014120976511127061,-15.130482429080123,,,,28,reference
-15.247935857695463,-0.813328647333963,0,0,0.014563023721467916,-15.113461669645174,,,,29,query
-15.186351666781766,-0.8258155178369669,0,0,0.015183369587009804,-15.089671286156864,,,,30,query
-14.96392346031002,-0.7635282966037568,0,0,0.01588151167157085,-15.063029274930638,,,,31,reference
-14.976325556657581,-0.7890970485393863,0,0,0.016248147675620446,-15.049093205761737,,,,32,reference
-15.138238396413199,-0.8977238231468067,0,0,0.016704971980927547,-15.031781660352502,,,,33,reference
-15.149114090293203,-0.9366038561443509,0,0,0.017222152353952337,-15.012252703768315,,,,34,query
-15.16164339888281,-0.973952169194304,0,0,0.01768300235820596,-14.994912626134191,,,,35,reference
-14.984930028530668,-0.9032433211033575,0,0,0.01818608278261332,-14.97604938335259,,,,36,query
-15.16577097872578,-1.0462182636046282,0,0,0.01870081959432367,-14.956819433895477,,,,37,reference
-15.026169454008699,-0.9830705276361313,0,0,0.01907022453244549,-14.94306234199029,,,,38,reference
-15.12815988000512,-1.0977797600806127,0,0,0.019768823954790425,-14.917143767714718,,,,39,query
-14.908702008986378,-0.9668687212594956,0,0,0.02006837281676332,-14.906069223970166,,,,40,reference
-15.05292720776662,-1.1229067403659634,0,0,0.020860385418854103,-14.876899167578058,,,,41,reference
-14.945560164310136,-1.080335484700308,0,0,0.021416360437744537,-14.856517789566668,,,,42,reference
-14.92649922557163,-1.0863846729522435,0,0,0.021726343952322518,-14.845187931522885,,,,43,reference
-14.938434273688758,-1.1255424930400015,0,0,0.022154042633180014,-14.829594940445103,,,,44,query
-15.039486615552654,-1.2536024138460307,0,0,0.022732380563907226,-14.808581872440396,,,,45,reference
-14.813891128850708,-1.090592769557993,0,0,0.02319473426949718,-14.79184181152375,,,,46,reference
-14.762269736122038,-1.0700520508408566,0,0,0.023588669340901376,-14.777619820500277,,,,47,query
-14.934192741428893,-1.288667802745207,0,0,0.024365604399594107,-14.749679718264744,,,,48,reference
-14.86915066917341,-1.2518059890395172,0,0,0.024703804168908463,-14.737562177956576,,,,49,reference
-14.693951443719747,-1.1256164015701402,0,0,0.02541641834508246,-14.712117413146848,,,,50,query
-14.755466253302014,-1.206010218168558,0,0,0.02563046044049004,-14.70449786163637,,,,51,reference
-14.717548001080182,-1.2038132328550808,0,0,0.026148446250332094,-14.686102130067495,,,,52,query
-14.798364999530104,-1.3409797641199583,0,0,0.026719229054230197,-14.66590243285224,,,,53,reference
-14.792804039661815,-1.3937557098457543,0,0,0.027393578491217093,-14.642132518351914,,,,54,query
-14.827986979623969,-1.4514148772254412,0,0,0.02755295979998714,-14.636529433881847,,,,55,reference
-14.763920352721568,-1.443788421744544,0,0,0.02832281595671851,-14.609544355370586,,,,56,reference
-14.7348942435306,-1.4477423177680924,0,0,0.028763161437744097,-14.594167949230295,,,,57,reference
-14.735915235601402,-1.4830935625596677,0,0,0.02910868178719275,-14.582132324698954,,,,58,query
-14.71804450723499,-1.5237191727587869,0,0,0.02975230326723687,-14.559781606447482,,,,59,reference
-14.594531857014248,-1.3775010552435916,0,0,0.030103008196343567,-14.54764020917305,,,,60,reference
-14.504279017349312,-1.2942824535040591,0,0,0.030689707675533712,-14.527387037510014,,,,61,reference
-14.58530612709404,-1.481898232452143,0,0,0.031287388721658545,-14.506829187580445,,,,62,query
-14.495767601703617,-1.3761312805732482,0,0,0.03170161694398058,-14.492625024094412,,,,63,query
-14.569155642760068,-1.574236291488389,0,0,0.03235376935328757,-14.470333968515265,,,,64,reference
-14.44171891623549,-1.382470006317962,0,0,0.03269450320935978,-14.458722014760976,,,,65,reference
-14.50059780438889,-1.5392893869154336,0,0,0.03311597541078647,-14.444391124594318,,,,66,query
-14.407936108456187,-1.4273582890715346,0,0,0.03369909515759451,-14.424622813540614,,,,67,reference
-14.432418401685874,-1.5595379443541693,0,0,0.03437352198051225,-14.40184357426024,,,,68,reference
-14.447736790259544,-1.6474238660897567,0,0,0.03477926441617975,-14.38818256806934,,,,69,reference
-14.390214686361283,-1.570159099093187,0,0,0.035147084202249,-14.375826217427399,,,,70,reference
-14.405495222808064,-1.7035618851399323,0,0,0.03581433237405172,-14.35347802043478,,,,71,query
-14.255266707819436,-1.409668357453116,0,0,0.0363651900728671,-14.335092606789045,,,,72,query
-14.322807158254806,-1.641728860857399,0,0,0.03674773038169622,-14.32235896654684,,,,73,reference
-14.211354587303024,-1.409496589762822,0,0,0.037219618406323554,-14.306689311843359,,,,74,reference
-14.28087294713639,-1.6981971725123328,0,0,0.03776910804008027,-14.288495423324045,,,,75,reference
-14.164585652641343,-1.4235527762382707,0,0,0.03824074741082933,-14.272923983868253,,,,76,query
-14.213703561886101,-1.694157635060883,0,0,0.03886236623680037,-14.25246351233812,,,,77,reference
-14.212729119792353,-1.740189153473815,0,0,0.0391015614125948,-14.244609281257187,,,,78,reference
-14.116731562436806,-1.5556985175849796,0,0,0.03990167162302656,-14.218412177672963,,,,79,reference
-14.158173069519057,-1.788763910025819,0,0,0.04020630414723623,-14.208468221614872,,,,80,query
-14.068478014769772,-1.5296751451821433,0,0,0.040698973010016355,-14.192421336406419,,,,81,reference
-14.046374357915486,-1.5420497181670396,0,0,0.041178588115269976,-14.176840941034468,,,,82,reference
-14.04571575222027,-1.6426984989703535,0,0,0.04157911734347558,-14.163860666421565,,,,83,query
-14.019096434364862,-1.680982627443531,0,0,0.04218899837723248,-14.144149519262626,,,,84,reference
-13.99485497669782,-1.7848999918957693,0,0,0.042910747000300724,-14.120905926608863,,,,85,query
-13.966291600936339,-1.6766153136469049,0,0,0.0431264862312783,-14.113975480774059,,,,86,reference
